CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.05.05;Outros Investimentos;165885.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.06;Imobilizado;7698876.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.06;Imobilizado;8023960.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.06.01;Imobilizado de Uso;18183285.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.06.01;Imobilizado de Uso;19515238.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.06.02;Direito de Uso de Arrendamento;0.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.06.02;Direito de Uso de Arrendamento;0.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.06.03;Depreciação Acumulada;-10484409.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.06.03;Depreciação Acumulada;-11491278.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.07;Intangível;5784356.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.07;Intangível;6155723.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.07.01;Intangíveis;11759011.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.07.01;Intangíveis;13693901.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.07.02;Goodwill;0.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.07.02;Goodwill;0.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.07.03;Amortização Acumulada;-5974655.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.07.03;Amortização Acumulada;-7538178.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1;Ativo Total;16589813.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1;Ativo Total;24786053.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01;Caixa e Equivalentes de Caixa;1699929.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01;Caixa e Equivalentes de Caixa;4738672.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.01;Caixa;139845.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.01;Caixa;220224.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.02;Aplicações de Liquidez;1560084.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.02;Aplicações de Liquidez;4518448.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.02.01;Aplicações no Mercado Aberto;419986.0000000000;N
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.02.01;Aplicações no Mercado Aberto;2752302.0000000000;N
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.02.02;Aplicações em Depósitos Interfinanceiros;1140098.0000000000;N
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.02.02;Aplicações em Depósitos Interfinanceiros;1766146.0000000000;N
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02;Ativos Financeiros;12448662.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02;Ativos Financeiros;17303426.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01;Depósito Compulsório Banco Central;513635.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01;Depósito Compulsório Banco Central;666944.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.02;Ativos Financeiros Avaliados ao Valor Justo através do Resultado;28476.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.02;Ativos Financeiros Avaliados ao Valor Justo através do Resultado;12069.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.02.01;Títulos e Valores Mobiliários;28476.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.02.01;Títulos e Valores Mobiliários;12069.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.02.02;Derivativos;0.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.02.02;Derivativos;0.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.03;Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.03;Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S
